SF	Freq	Lemma	Segmentation	Analysis
verekedünk	8	verekedik	vereked-ünk	V-IND.PRS.INDF.1.PL
nagytakaró	2	nagytakar	nagytakar-ó	nagytakar-V.PTCP.PRS
nadrágom	7	nadrág	nadrág-om	N.NOM-PSS1S.SG
autózunk	2	autózik	autóz-unk	V-IND.PRS.INDF.1.PL
bottal	6	bot	bot-val	N.SG-INST
legurult	5	legur	legur-ul-t	legur-BYWAY-ACC
tanulj	1	tanul	tanul-j	V-SBJV.PRS.INDF.2.SG
könyvét	2	könyv	könyv-é-t	N.NOM-PSS4S-ACC
megfoghatlak	1	megfog	megfog-hat-lak	V.IND.PRS.INDF.3.SG-POT-IND.PRS.LGSPEC1.1.SG
adu	1	adu	adu	N.NOM.SG
tizennyolc	6	tizennyolc	tizennyolc	N.NOM.SG
harang	3	harang	harang	N.NOM.SG
elrontod	3	elront	elront-od	V-IND.PRS.DEF.2.SG
nyitja	4	nyit	nyit-ja	V-IND.PRS.DEF.3.SG
piros	144	piros	piros	N.NOM.SG
lépjen	1	lép	lép-jen	V-SBJV.PRS.INDF.3.SG
szeretik	5	szeret	szeret-ik	V-IND.PRS.DEF.3.PL.ik
lapátol	1	lapát	lapát-ol	N.NOM-IND.PRS.INDF.2.SG.Ol
végig	6	vég	vég-ig	N.SG-TERM
maradjanak	1	marad	marad-janak	V-SBJV.PRS.INDF.3.PL
olaszországba	1	olaszország	olaszország-ba	N.SG-IN+ALL
duda	4	duda	duda	N.NOM.SG
tájon	1	táj	táj-on	N.SG-ON+ESS
szalagot	1	szalag	szalag-ot	N.SG-ACC
dobáltam	3	dobál	dobál-tam	V-IND.PST.INDF.1.SG
háromig	4	három	három-ig	N.SG-TERM
búsulj	2	bús	bús-ul-j	ADJ.NOM.SG-BYWAY-SBJV.PRS.INDF.2.SG
tojásait	1	tojás	tojás-ai-t	N.NOM-PSS3S.PL-ACC
megengedi	10	megenged	megenged-i	V-IND.PRS.DEF.3.SG.i
délbe	1	dél	dél-be	N.SG-IN+ALL
nőjj	2	nő	nő-j-j	V.IND.PRS.INDF.3.SG-SBJV.PRS.INDF.2.SG-SBJV.PRS.INDF.2.SG
köpenyt	1	köpeny	köpeny-t	N.SG-ACC
rögziteni	1	rögz	rögz-i-t-eni	rögz-PSS3S.PL-ACC-NFIN
törülközzünk	2	törülközik	törülköz-jünk	V-SBJV.PRS.INDF.1.PL
kockák	11	kocka	kocka-k	N.NOM-PL
puskája	15	puska	puska-ja	N.NOM-PSS3S.SG
holdacska	3	holdacs	holdacs-k-a	holdacs-PL-PSS3S
belebújtam	2	belebú	belebú-j-tam	belebú-SBJV.PRS.INDF.2.SG-IND.PST.INDF.1.SG
vakarózik	1	vakaróz	vakaróz-ik	vakaróz-PSS3P.PL
fakocka	1	fakoc	fakoc-k-a	fakoc-PL-PSS3S
hányja	4	hány	hány-ja	V-IND.PRS.DEF.3.SG
ananászt	4	ananász	ananász-t	N.SG-ACC
lőrincke	9	lőrinc	lőrinc-k-e	lőrinc-PL-PSS3S
egészen	14	egész	egész-en	N.SG-ON+ESS
számba	4	száj	száj-m-ba	N.SG-PSS1S-IN+ALL
bedobáljátok	1	bedobál	bedobál-játok	bedobál-SBJV.PRS.DEF.2.PL
lóval	2	ló	ló-val	N.SG-INST
kimondta	1	kimond	kimond-ta	V-IND.PST.DEF.3.SG
pizik	1	piz	piz-ik	piz-PSS3P.PL
lógjon	1	lóg	lóg-jon	V-SBJV.PRS.INDF.3.SG
pipizni	1	pipiz	pipiz-ni	pipiz-NFIN
mindketten	3	m	m-i-n-d-k-ett-en	N.NOM-PSS3S.PL-ON+ESS-PSS2S-PL-V.PTCP.PST-ON+ESS
telefonos	1	telefonos	telefonos	N.NOM.SG
gerenda	2	gerenda	gerenda	N.NOM.SG
rázzunk	1	ráz	ráz-junk	V-SBJV.PRS.INDF.1.PL
kiveszlek	1	kivesz	kivesz-lek	V-IND.PRS.LGSPEC1.1.SG
hallgatózás	1	hallgatóz	hallgatóz-ás	hallgatóz-V.MSDR
törjük	1	tör	tör-jük	V-IND.PRS.DEF.1.PL
fésülödni	1	fésül	fésül-öd-ni	V.IND.PRS.INDF.3.SG-IND.PRS.DEF.2.SG-NFIN
lőrincet	3	lőrinc	lőrinc-et	lőrinc-ACC
voltále	1	voltál	voltál-e	voltál-PSS3S
bolondozik	2	bolondoz	bolondoz-ik	bolondoz-PSS3P.PL
leveszünk	2	levesz	levesz-ünk	V-IND.PRS.INDF.1.PL
gyógyította	4	gyógyít	gyógyít-otta	V-IND.PST.DEF.3.SG
mosolyog	1	mosolyog	mosolyog	V.IND.PRS.INDF.3.SG
varázsló	2	varázsló	varázsló	N.NOM.SG
reszket	2	reszket	reszket	V.IND.PRS.INDF.3.SG
kérdezed	1	kérdez	kérdez-ed	V-IND.PRS.DEF.2.SG
csöngetni	1	csönget	csönget-ni	V-NFIN
főzőcskézni	1	főzőcskézik	főzőcskéz-ni	V-NFIN
szemével	3	szem	szem-e-vel	N.SG-PSS3S-INST
öröklakás	1	örök	örök-lak-ás	ADJ.SG-IND.PRS.LGSPEC1.1.SG-V.MSDR
kóma	25	kóma	kóma	N.NOM.SG
összekeveredtek	2	összekever	összekever-ed-tek	V.IND.PRS.INDF.3.SG-PSS2S-IND.PST.INDF.3.PL
nyomni	4	nyom	nyom-ni	V-NFIN
beverje	1	bever	bever-je	V-SBJV.PRS.DEF.3.SG
játszod	1	játszik	játsz-od	V-IND.PRS.DEF.2.SG
megígéri	1	megígér	megígér-i	V-IND.PRS.DEF.3.SG.i
haragudott	3	haragszik	haragud-ott	V-IND.PST.INDF.3.SG
rosszcsontok	1	rosszcs	rosszcs-on-tok	rosszcs-ON+ESS-PSS2P
kalapálok	9	kalapál	kalapál-ok	V-IND.PRS.INDF.1.SG
háznak	6	ház	ház-nak	N.SG-DAT.SG
értettem	3	ért	ért-ettem	V-IND.PST.INDF.1.SG
szerettek	1	szeret	szeret-tek	V-IND.PRS.INDF.2.PL
orrad	1	orra	orra-d	N.SG-PSS2S
iskolát	2	iskola	iskola-t	N.SG-ACC
törte	6	tör	tör-te	V-IND.PST.DEF.3.SG
meglátogathatja	1	meglátogat	meglátogat-hat-ja	V.IND.PRS.INDF.3.SG-POT-PSS3S
tanári	1	tanári	tanári	N.NOM.SG
lelökte	3	lel	lel-ök-te	V.IND.PRS.INDF.3.SG-PL-IND.PST.DEF.3.SG
ifjú	1	ifjú	ifjú	N.NOM.SG
múlni	1	múlik	múl-ni	V-NFIN
verni	3	ver	ver-ni	V-NFIN
egérém	1	egér	egér-é-m	N.NOM-PSS4S-PSS1S
menjlüunk	1	menjlü	menjlü-unk	menjlü-PSS1P
szivacsot	5	szivacs	szivacs-ot	N.SG-ACC
állitva	1	áll	áll-i-t-va	V.IND.PRS.INDF.3.SG-PSS3S.PL-ACC-V.CVB
kiskakas	13	kiskakas	kiskakas	N.NOM.SG
madár	56	madár	madár	N.NOM.SG
vaskrakot	1	vaskr	vaskr-ak-ot	vaskr-PL-ACC
apja	4	apa	apa-ja	N.NOM-PSS3S.SG
mókuskát	2	mókuská	mókuská-t	mókuská-ACC
megfürdeni	3	megfür	megfür-d-eni	megfür-PSS2S-NFIN
jöttél	18	jön	jön-ttél	V-IND.PST.INDF.2.SG
próbálkozott	1	próbálkozik	próbálkoz-ott	V-IND.PST.INDF.3.SG
hátulját	1	hátuljá	hátuljá-t	hátuljá-ACC
metronak	2	metro	metro-nak	metro-DAT
piga	22	p	p-ig-a	N.NOM-TERM-PSS3S
szembe	3	szem	szem-be	N.SG-IN+ALL
fú	14	fú	fú	V.IND.PRS.INDF.3.SG
cinsált	1	cinsál	cinsál-t	cinsál-ACC
beszélni	33	beszél	beszél-ni	V-NFIN
fáznak	3	fázik	fáz-nak	V-IND.PRS.INDF.3.PL
sérült	1	sérült	sérült	N.NOM.SG
csúnyán	1	csúnya	csúnya-n	ADJ.SG-ON+ESS
párok	3	pár	pár-ok	N.NOM-PL
fókával	2	fóka	fóka-val	N.SG-INST
elkalandoznak	1	elkalandozik	elkalandoz-nak	V-IND.PRS.INDF.3.PL
lásd	1	lát	lát-d	V-SBJV.PRS.DEF.2.SG
szuper	4	szuper	szuper	ADJ.NOM.SG
tilos	1	tilos	tilos	ADJ.NOM.SG
földet	2	föld	föld-et	N.SG-ACC
adják	8	ad	ad-ják	V-IND.PRS.DEF.3.PL
kérdezd	15	kérdez	kérdez-d	V-SBJV.PRS.DEF.2.SG
másfelé	1	másf	másf-el-é	másf-IND.PRS.INDF.2.SG.Ol-PSS4S
locsollak	1	locsol	locsol-lak	V-IND.PRS.LGSPEC1.1.SG
turmixgép	1	turmixgép	turmixgép	N.NOM.SG
alvótársakat	1	alvótárs	alvótárs-ak-at	alvótárs-PL-ACC
polcla	1	polcl	polcl-a	polcl-PSS3S
hálózsákok	1	hálózsák	hálózsák-ok	N.NOM-PL
gyúrni	4	gyúr	gyúr-ni	V.IND.PRS.INDF.3.SG-NFIN
mondaj	1	monda	monda-j	N.NOM-SBJV.PRS.INDF.2.SG
papucsodat	8	papucs	papucs-od-at	N.NOM-PSS2S-ACC
megsimogassam	1	megsimogass	megsimogass-am	megsimogass-PSS1S.SG
szomorúan	1	szomorú	szomorú-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
bácsíé	1	bácsí	bácsí-é	bácsí-PSS4S
betegyem	2	betesz	betesz-jem	V-SBJV.PRS.DEF.1.SG
tányérodat	1	tányér	tányér-od-at	N.NOM-PSS2S-ACC
elvesz	3	elvesz	elvesz	V.IND.PRS.INDF.3.SG
éri	2	ér	ér-i	V-IND.PRS.DEF.3.SG.i
énekelek	4	énekel	énekel-ek	V.IND.PRS.INDF.3.SG-PL
megveszem	2	megvesz	megvesz-em	V-IND.PRS.DEF.1.SG
megya	1	megy	megy-a	V.IND.PRS.INDF.3.SG-PSS3S
használj	1	használ	használ-j	V-SBJV.PRS.INDF.2.SG
főzeléket	1	főzelék	főzelék-et	N.SG-ACC
építőkocka	1	építőkocka	építőkocka	N.NOM.SG
fölállítsam	1	fölállíts	fölállíts-am	fölállíts-PSS1S.SG
ugrálni	10	ugrál	ugrál-ni	V-NFIN
bilizni	2	biliz	biliz-ni	biliz-NFIN
bábukat	5	bábu	bábu-k-at	N.NOM-PL-ACC
lábomat	2	láb	láb-om-at	N.NOM-PSS1S-ACC
akarsze	1	akar	akar-sz-e	V.IND.PRS.INDF.3.SG-IND.PRS.INDF.2.SG.asz-PSS3S
szülinapodra	1	szülinap	szülinap-od-ra	szülinap-PSS2S-ON+ALL
kártya	4	kártya	kártya	N.NOM.SG
építsük	4	épít	épít-jük	V-SBJV.PRS.DEF.1.PL
havat	3	hó	hó-at	N.SG-ACC
puszilnod	2	puszil	puszil-nod	V-NFIN.2.SG
adjunk	9	ad	ad-junk	V-SBJV.PRS.INDF.1.PL
félj	5	fél	fél-j	V-SBJV.PRS.INDF.2.SG
bácsit	69	bácsi	bácsi-t	N.SG-ACC
puzzle	1	puzzl	puzzl-e	puzzl-PSS3S
papucsban	1	papucs	papucs-ban	N.SG-IN+ESS
leszállni	4	leszáll	leszáll-ni	V-NFIN
elmennek	8	elme	elme-n-nek	N.NOM-ON+ESS-DAT
tó	7	tó	tó	N.NOM.SG
évát	2	évá	évá-t	évá-ACC
ballag	3	ballag	ballag	V.IND.PRS.INDF.3.SG
nyakú	2	nyakú	nyakú	ADJ.NOM.SG
emel	2	emel	emel	V.IND.PRS.INDF.3.SG
vonatra	4	vonat	vonat-ra	N.SG-ON+ALL
garázsba	6	garázs	garázs-ba	N.SG-IN+ALL
szárítsuk	1	szárít	szárít-juk	V-SBJV.PRS.DEF.1.PL
utánozod	1	utánoz	utánoz-od	V.IND.PRS.INDF.3.SG-PSS2S
szlovákiából	1	szlovákia	szlovákia-ból	N.SG-IN+ABL
betegségem	1	betegség	betegség-em	N.NOM-PSS1S.SG
macinak	15	maci	maci-nak	N.SG-DAT.SG
ronda	10	ronda	ronda	ADJ.NOM.SG
felállt	1	feláll	feláll-t	V-IND.PST.INDF.3.SG
kiscsaládunk	1	kiscsalá	kiscsalá-d-unk	kiscsalá-PSS2S-PSS1P
ropogott	2	ropog	ropog-ott	V-IND.PST.INDF.3.SG
gyémánt	9	gyémánt	gyémánt	N.NOM.SG
sportpálya	1	sportpály	sportpály-a	sportpály-PSS3S
csinálok	111	csinál	csinál-ok	V-IND.PRS.INDF.1.SG
örültek	1	örül	örül-tek	V-IND.PST.INDF.3.PL
beleteszel	1	bele	bele-te-sz-el	N.SG-IND.PST.DEF.3.SG-IND.PRS.INDF.2.SG.asz-IND.PRS.INDF.2.SG.Ol
dobozukba	1	doboz	doboz-uk-ba	N.NOM-PSS3P-IN+ALL
telefonálnak	2	telefonál	telefonál-nak	V-IND.PRS.INDF.3.PL
vacsorázni	4	vacsorázik	vacsoráz-ni	V-NFIN
betegség	2	betegség	betegség	N.NOM.SG
magnózzunk	1	magnózz	magnózz-unk	magnózz-PSS1P
pech	1	pech	pech	N.NOM.SG
oroszlányt	1	oroszlány	oroszlány-t	oroszlány-ACC
megmutatjátok	1	megmutat	megmutat-játok	V-IND.PRS.DEF.2.PL
tavasszal	2	tavasz	tavasz-val	N.SG-INST
halkabban	1	halkab	halkab-ban	halkab-IN+ESS
megkéri	1	megkér	megkér-i	V-IND.PRS.DEF.3.SG.i
megvizsgálom	2	megvizsgál	megvizsgál-om	V-IND.PRS.DEF.1.SG
megnézni	30	megnéz	megnéz-ni	V-NFIN
május	3	május	május	N.NOM.SG
ülnél	1	ül	ül-nél	V-COND.PRS.INDF.2.SG
ázzon	1	ázik	áz-jon	V-SBJV.PRS.INDF.3.SG
ablakokat	2	ablak	ablak-ok-at	N.NOM-PL-ACC
telefonál	7	telefonál	telefonál	V.IND.PRS.INDF.3.SG
pakolod	1	pakol	pakol-od	V-IND.PRS.DEF.2.SG
fölmegyünk	2	fölmegy	fölmegy-ünk	fölmegy-PSS1P
rakja	3	rak	rak-ja	V-IND.PRS.DEF.3.SG
bezárod	1	bezár	bezár-od	V-IND.PRS.DEF.2.SG
kavicsot	9	kavics	kavics-ot	N.SG-ACC
akadalya	1	akadaly	akadaly-a	akadaly-PSS3S
presszóban	1	pres	pres-sz-ó-ban	pres-IND.PRS.INDF.2.SG.asz-V.PTCP.PRS-IN+ESS
rajzolnék	1	rajzol	rajzol-nék	V-COND.PRS.INDF.1.SG
mikrofon	39	mikrofon	mikrofon	N.NOM.SG
rókának	9	róka	róka-nak	N.SG-DAT.SG
poros	3	poros	poros	ADJ.NOM.SG
maradhat	1	marad	marad-hat	V-POT
körberajzolom	1	körberajz	körberajz-ol-om	körberajz-IND.PRS.INDF.2.SG.Ol-PSS1S
báránynál	1	bárány	bárány-nál	N.SG-AT+ESS
megigazítani	2	megigazí	megigazí-t-ani	megigazí-ACC-NFIN
csináld	51	csinál	csinál-d	V-SBJV.PRS.DEF.2.SG
eldől	1	eldől	eldől	V.IND.PRS.INDF.3.SG
komolyan	6	komoly	komoly-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
csibi	1	csib	csib-i	csib-PSS3S.PL
lelölek	4	lelö	lelö-lek	lelö-IND.PRS.LGSPEC1.1.SG
vérzett	5	vérzik	vérz-ett	V-IND.PST.INDF.3.SG
hozz	7	hoz	hoz-j	V-SBJV.PRS.INDF.2.SG
lenyelik	1	lenyel	lenyel-ik	V-IND.PRS.DEF.3.PL.ik
megverlek	1	megver	megver-lek	V-IND.PRS.LGSPEC1.1.SG
mintsem	4	mints	mints-em	mints-PSS1S
szappan	31	szappan	szappan	N.NOM.SG
megsímogatom	1	megsímog	megsímog-at-om	megsímog-ACC-PSS1S
letettél	1	letesz	letesz-ttél	V-IND.PST.INDF.2.SG
gyerekre	1	gyer	gyer-ek-re	gyer-PL-ON+ALL
útlevele	1	útlevél	útlevél-e	N.NOM-PSS3S.SG
kopogni	3	kopog	kopog-ni	V-NFIN
futni	2	fut	fut-ni	V-NFIN
tréfálsz	1	tréfál	tréfál-sz	tréfál-IND.PRS.INDF.2.SG.asz
sepersz	2	seper	seper-sz	V-IND.PRS.INDF.2.SG.asz
vesszőcskét	10	vesszőcs	vesszőcs-k-é-t	vesszőcs-PL-PSS4S-ACC
télen	3	tél	tél-en	N.SG-ON+ESS
puhát	3	puha	puha-t	ADJ.SG-ACC
kisfiúnak	1	kisfiú	kisfiú-nak	kisfiú-DAT
judit	4	judit	judit	N.NOM.SG
mondunk	1	mond	mond-unk	V-IND.PRS.INDF.1.PL
ötlet	2	ötlet	ötlet	N.NOM.SG
almából	1	alom	alom-a-ból	N.SG-PSS3S-IN+ABL
baj	157	baj	baj	N.NOM.SG
járnak	1	jár	jár-nak	V-IND.PRS.INDF.3.PL
körtébe	2	körte	körte-be	N.SG-IN+ALL
oktalan	1	oktalan	oktalan	ADJ.NOM.SG
szántja	1	szánt	szánt-ja	V-IND.PRS.DEF.3.SG
legközelebb	5	legköz	legköz-el-ebb	legköz-IND.PRS.INDF.2.SG.Ol-CMPR
csináljak	56	csinál	csinál-jak	V-SBJV.PRS.INDF.1.SG
esz	11	esz	esz	N.NOM.SG
popsiját	1	popsijá	popsijá-t	popsijá-ACC
megtalálome	1	megtalál	megtalál-om-e	V.IND.PRS.INDF.3.SG-PSS1S-PSS3S
összegyúrod	2	összegyúr	összegyúr-od	összegyúr-PSS2S
kiló	2	kiló	kiló	N.NOM.SG
asztalot	1	asztal	asztal-ot	N.NOM-ACC
leesünk	1	leesik	lees-ünk	V-IND.PRS.INDF.1.PL
szemére	1	szem	szem-e-re	N.SG-PSS3S-ON+ALL
nagypárna	1	nagypár	nagypár-na	nagypár-COND.PRS.INDF.3.SG
elmesélem	2	elmesél	elmesél-em	elmesél-PSS1S
egyikünk	1	egy	egy-ik-ünk	N.NOM-PSS3P.PL-PSS1P
dönt	2	dönt	dönt	V.IND.PRS.INDF.3.SG
csináltam	33	csinál	csinál-tam	V-IND.PST.INDF.1.SG
párnát	20	párna	párna-t	N.SG-ACC
megpróbálod	1	megpróbál	megpróbál-od	V-IND.PRS.DEF.2.SG
ananászodat	5	ananász	ananász-od-at	N.NOM-PSS2S-ACC
törökbasa	2	törökbas	törökbas-a	törökbas-PSS3S
megvéd	2	megvéd	megvéd	V.IND.PRS.INDF.3.SG
vonatunk	3	vonat	vonat-unk	N.NOM-PSS1P.SG
asztalfiókban	1	asztalf	asztalf-i-ó-k-ban	asztalf-PSS3S.PL-V.PTCP.PRS-PL-IN+ESS
miden	1	m	m-id-en	N.NOM-PSS2S.PL-ON+ESS
fürdőszobába	1	fürdőszoba	fürdőszoba-ba	N.SG-IN+ALL
viszontlátom	1	viszontlát	viszontlát-om	V-IND.PRS.DEF.1.SG
dalodat	1	dal	dal-od-at	N.NOM-PSS2S-ACC
kisbaba	56	kisbaba	kisbaba	N.NOM.SG
tettem	11	tettem	tettem	N.NOM.SG
megszárad	2	megszár	megszár-ad	megszár-PSS2S.SG
angyalom	3	angyal	angyal-om	N.NOM-PSS1S.SG
mesélem	1	mesél	mesél-em	mesél-PSS1S
szerelk	1	szerel	szerel-k	V.IND.PRS.INDF.3.SG-PL
sírjon	6	sír	sír-jon	V-SBJV.PRS.INDF.3.SG
kapod	4	kap	kap-od	V-IND.PRS.DEF.2.SG
megcsiolt	1	megcs	megcs-i-ol-t	megcs-PSS3S.PL-IND.PRS.INDF.2.SG.Ol-ACC
cérnával	1	cérna	cérna-val	N.SG-INST
apáé	2	apa	apa-é	N.SG-PSS4S
menjúnk	2	menjú	menjú-nk	menjú-PSS1P
cumid	2	cumi	cumi-d	N.NOM-PSS2S.SG
gallérja	1	gallér	gallér-ja	N.NOM-PSS3S.SG
tánci	1	tánc	tánc-i	N.NOM-PSS3S.PL
csipeszeiteket	1	csipesz	csipesz-eitek-et	N.NOM-PSS2P.PL-ACC
csipest	1	csipes	csipes-t	csipes-ACC
mennyien	1	menny	menny-i-en	N.NOM-PSS3S.PL-ON+ESS
laponyát	1	laponyá	laponyá-t	laponyá-ACC
ültesd	3	ültet	ültet-d	V-SBJV.PRS.DEF.2.SG
professzor	1	professzor	professzor	N.NOM.SG
titeket	4	ti	ti-tek-et	N.NOM-IND.PST.INDF.3.PL-ACC
elem	3	elem	elem	N.NOM.SG
adogassad	1	adogass	adogass-ad	adogass-PSS2S.SG
kornél	3	kor	kor-nél	N.NOM-AT+ESS
pályára	1	pálya	pálya-ra	N.SG-ON+ALL
helyes	7	helyes	helyes	ADJ.NOM.SG
dolgozunk	11	dolgozik	dolgoz-unk	V-IND.PRS.INDF.1.PL
meggyógyítom	1	meggyógyít	meggyógyít-om	V-IND.PRS.DEF.1.SG
hagy	13	hagy	hagy	V.IND.PRS.INDF.3.SG
hegye	6	hegy	hegy-e	N.NOM-PSS3S.SG
pisivel	1	pisi	pisi-vel	N.SG-INST
gabika	4	gab	gab-ik-a	gab-PSS3P.PL-PSS3S
útjelző	1	útjelz	útjelz-ő	útjelz-V.PTCP.PRS
hozta	17	hoz	hoz-ta	V-IND.PST.DEF.3.SG
összefutnak	1	összefut	összefut-nak	V-IND.PRS.INDF.3.PL
hülyéskedj	1	hülyéskedik	hülyésked-j	V-SBJV.PRS.INDF.2.SG
késem	1	kés	kés-em	N.NOM-PSS1S.SG
asztallába	1	asztallá	asztallá-ba	asztallá-IN+ALL
tatát	4	tata	tata-t	N.SG-ACC
tizenkilenc	2	tizenkilenc	tizenkilenc	N.NOM.SG
hagyják	4	hagy	hagy-ják	V-IND.PRS.DEF.3.PL
arc	2	arc	arc	N.NOM.SG
pankát	2	panká	panká-t	panká-ACC
nagyfiúsan	3	nagyfiús	nagyfiús-a-n	nagyfiús-PSS3S-ON+ESS
írsz	1	ír	ír-sz	V-IND.PRS.INDF.2.SG.asz
tartsd	2	tart	tart-d	V-SBJV.PRS.DEF.2.SG
bírod	5	bír	bír-od	V-IND.PRS.DEF.2.SG
visz	4	visz	visz	V.IND.PRS.INDF.3.SG
mehetsz	23	m	m-e-het-sz	N.NOM-PSS3S-POT-IND.PRS.INDF.2.SG.asz
hagyjátok	1	hagy	hagy-játok	V-IND.PRS.DEF.2.PL
beszedi	1	beszed	beszed-i	V-IND.PRS.DEF.3.SG.i
nagyujjáról	1	nagyujjá	nagyujjá-ról	nagyujjá-ON+ABL
hasában	4	has	has-a-ban	N.SG-PSS3S-IN+ESS
elmenekül	1	elme	elme-nek-ül	N.NOM-DAT-BYWAY
krumplipaprikást	7	krumplipapr	krumplipapr-ik-ás-t	krumplipapr-PSS3P.PL-V.MSDR-ACC
fölrakhatom	1	fölr	fölr-ak-hat-om	fölr-PL-POT-PSS1S
igazat	1	igaz	igaz-at	N.SG-ACC
átmentek	1	átmegy	átmegy-tek	V-IND.PRS.INDF.2.PL
csip	27	csip	csip	N.NOM.SG
fekszel	2	fekszik	feksz-el	V-IND.PRS.INDF.2.SG.Ol
buták	7	buta	buta-k	ADJ.NOM-PL
mozgott	1	mozog	mozg-ott	V-IND.PST.INDF.3.SG
székedet	2	szék	szék-ed-et	N.NOM-PSS2S-ACC
nagymamáék	2	nagymamá	nagymamá-é-k	nagymamá-PSS4S-PL
fürdőkád	3	fürdőkád	fürdőkád	N.NOM.SG
szánkót	1	szánkó	szánkó-t	N.SG-ACC
harisnyanadrágot	1	harisnyanadrág	harisnyanadrág-ot	harisnyanadrág-ACC
hátamon	1	háta	háta-m-on	N.SG-PSS1S-ON+ESS
ágyába	2	ágy	ágy-a-ba	N.SG-PSS3S-IN+ALL
festés	2	festés	festés	N.NOM.SG
tankolásnak	1	tankol	tankol-ás-nak	V.IND.PRS.INDF.3.SG-V.MSDR-DAT
megszorongatom	1	megszorong	megszorong-at-om	megszorong-ACC-PSS1S
apuci	22	apuc	apuc-i	apuc-PSS3S.PL
kategóriában	1	kategória	kategória-ban	N.SG-IN+ESS
színceruza	1	színceruz	színceruz-a	színceruz-PSS3S
vegye	3	vesz	vesz-je	V-SBJV.PRS.DEF.3.SG
beteszlek	1	betesz	betesz-lek	V-IND.PRS.LGSPEC1.1.SG
tömegben	1	tömeg	tömeg-ben	N.SG-IN+ESS
pólyásbaba	2	póly	póly-ás-ba-ba	póly-V.MSDR-IN+ALL-IN+ALL
madzagot	1	madzag	madzag-ot	N.SG-ACC
párnyékot	1	párny	párny-é-k-ot	párny-PSS4S-PL-ACC
szivacshuzata	1	szivacshuz	szivacshuz-a-ta	szivacshuz-PSS3S-IND.PST.DEF.3.SG
dugva	3	dug	dug-va	V-V.CVB
uborkát	1	uborka	uborka-t	N.SG-ACC
balaton	5	balaton	balaton	N.NOM.SG
tegyetek	3	tesz	tesz-jetek	V-SBJV.PRS.INDF.2.PL
vezetőnek	1	vezető	vezető-nek	N.SG-DAT.SG
évikét	1	év	év-ik-é-t	N.NOM-PSS3P.PL-PSS4S-ACC
álló	1	áll	áll-ó	V-V.PTCP.PRS
mindegyik	3	mindegy	mindegy-ik	mindegy-PSS3P.PL
törölközni	1	törölköz	törölköz-ni	törölköz-NFIN
csoszogi	1	csoszog	csoszog-i	V.IND.PRS.INDF.3.SG-PSS3S.PL
hintapalinta	2	hintapal	hintapal-i-n-ta	hintapal-PSS3S.PL-ON+ESS-IND.PST.DEF.3.SG
tyúknak	1	tyúk	tyúk-nak	N.SG-DAT.SG
sepert	3	seper	seper-t	V-IND.PST.INDF.3.SG
gvinek	1	gv	gv-i-nek	gv-PSS3S.PL-DAT
gyerekágyba	5	gyerekágy	gyerekágy-ba	gyerekágy-IN+ALL
autós	3	autós	autós	N.NOM.SG
békajátékot	1	békajá	békajá-ték-ot	békajá-IND.PST.DEF.3.PL-ACC
csodálatosan	1	csodálatos	csodálatos-a-n	ADJ.NOM.SG-PSS3S-ON+ESS
tolom	4	tol	tol-om	V-IND.PRS.DEF.1.SG
énekelünk	1	énekel	énekel-ünk	V.IND.PRS.INDF.3.SG-PSS1P
vadnyuszi	1	vadnyu	vadnyu-sz-i	vadnyu-IND.PRS.INDF.2.SG.asz-PSS3S.PL
veszem	19	vesz	vesz-em	V-IND.PRS.DEF.1.SG
házak	3	ház	ház-ak	N.NOM-PL
lakás	1	lakás	lakás	N.NOM.SG
szárnyat	2	szárny	szárny-at	N.SG-ACC
hagyd	7	hagy	hagy-d	V-SBJV.PRS.DEF.2.SG
betesszük	17	betesz	betesz-jük	V-IND.PRS.DEF.1.PL
labda	93	labda	labda	N.NOM.SG
nyúlsz	2	nyúl	nyúl-sz	V-IND.PRS.INDF.2.SG.asz
hasára	1	has	has-a-ra	N.SG-PSS3S-ON+ALL
villannyal	1	villany	villany-val	N.SG-INST
barack	15	barack	barack	N.NOM.SG
tekercske	3	tekercs	tekercs-k-e	N.NOM-PL-PSS3S
györika	1	györ	györ-ik-a	györ-PSS3P.PL-PSS3S
kerékeket	1	kerék	kerék-ek-et	N.NOM-PL-ACC
alátegyük	1	alátegy	alátegy-ük	alátegy-PSS3P
szerelnek	1	szerel	szerel-nek	V-IND.PRS.INDF.3.PL
pisilik	1	pisil	pisil-ik	V-IND.PRS.DEF.3.PL.ik
szandálod	2	szandál	szandál-od	N.NOM-PSS2S.SG
papot	8	pap	pap-ot	N.SG-ACC
telirajzolja	1	telirajz	telirajz-ol-ja	telirajz-IND.PRS.INDF.2.SG.Ol-PSS3S
visszadom	1	vissza	vissza-d-om	N.NOM-PSS2S-PSS1S
levetkőzni	1	levetkőz	levetkőz-ni	levetkőz-NFIN
báránykám	7	bárányká	bárányká-m	bárányká-PSS1S
fölhúztam	1	fölhúz	fölhúz-tam	fölhúz-IND.PST.INDF.1.SG
elvesszük	4	elveszt	elveszt-jük	V-SBJV.PRS.DEF.1.PL
átmegyünk	4	átmegy	átmegy-ünk	V-IND.PRS.INDF.1.PL
