SF	Freq	Lemma	Segmentation	Analysis
nézd	545	néz	néz-d	V-SBJV.PRS.DEF.2.SG
palacsintába	1	palacsinta	palacsinta-ba	N.SG-IN+ALL
barom	3	barom	barom	N.NOM.SG
galambok	4	galamb	galamb-ok	N.NOM-PL
rontva	1	ront	ront-va	V-V.CVB
orrod	8	orr	orr-od	N.NOM-PSS2S.SG
kever	1	kever	kever	V.IND.PRS.INDF.3.SG
meggyógyítsa	2	meggyógyít	meggyógyít-ja	V-SBJV.PRS.DEF.3.SG
jártam	5	jártam	jártam	N.NOM.SG
amin	3	amin	amin	N.NOM.SG
fogadat	1	fog	fog-ad-at	N.SG-PSS2S-ACC
adsz	70	ad	ad-sz	V-IND.PRS.INDF.2.SG.asz
lakunk	3	lak	lak-unk	N.NOM-PSS1P.SG
fénnyel	2	fény	fény-vel	N.SG-INST
nagymamának	4	nagymama	nagymama-nak	N.SG-DAT.SG
szerel	1	szerel	szerel	V.IND.PRS.INDF.3.SG
indult	3	indul	indul-t	V-IND.PST.INDF.3.SG
fogat	1	fogat	fogat	N.NOM.SG
locsolsz	2	locsol	locsol-sz	V-IND.PRS.INDF.2.SG.asz
fő	1	fő	fő	N.NOM.SG
dong	4	dong	dong	V.IND.PRS.INDF.3.SG
olaszországba	1	olaszország	olaszország-ba	N.SG-IN+ALL
asz	5	asz	asz	N.NOM.SG
gombom	2	gomb	gomb-om	N.NOM-PSS1S.SG
próbáljuk	3	próbál	próbál-juk	V-IND.PRS.DEF.1.PL
kisbaba	56	kisbaba	kisbaba	N.NOM.SG
erkélyre	2	erkély	erkély-re	N.SG-ON+ALL
nőtt	1	nő	nő-tt	V-IND.PST.INDF.3.SG
állatokat	15	áll	áll-atok-at	N.SG-PSS2P-ACC
aranyos	95	aranyos	aranyos	ADJ.NOM.SG
tüsszentettél	1	tüsszent	tüsszent-ettél	V-IND.PST.INDF.2.SG
fogadsz	2	fogad	fogad-sz	V-IND.PRS.INDF.2.SG.asz
kisbabát	5	kisbaba	kisbaba-t	N.SG-ACC
csinos	9	csinos	csinos	ADJ.NOM.SG
kettőnek	1	kettő	kettő-nek	N.SG-DAT.SG
simogatni	3	simogat	simogat-ni	V-NFIN
seprű	1	seprű	seprű	N.NOM.SG
főzőcskézni	1	főzőcskézik	főzőcskéz-ni	V-NFIN
kiraktad	1	kirak	kirak-tad	V-IND.PST.DEF.2.SG
nyomjak	1	nyom	nyom-jak	V-SBJV.PRS.INDF.1.SG
cérnával	1	cérna	cérna-val	N.SG-INST
had	7	had	had	N.NOM.SG
kocsink	1	kocsi	kocsi-nk	N.NOM-PSS1P.SG
mondom	18	mond	mond-om	V-IND.PRS.DEF.1.SG
papírhoz	1	papír	papír-hoz	N.SG-AT+ALL
látok	4	lát	lát-ok	V-IND.PRS.INDF.1.SG
vigyázzon	2	vigyáz	vigyáz-jon	V-SBJV.PRS.INDF.3.SG
szerv	3	szerv	szerv	N.NOM.SG
súgok	2	súg	súg-ok	V-IND.PRS.INDF.1.SG
nyomják	2	nyom	nyom-ják	V-IND.PRS.DEF.3.PL
hülyéskedsz	2	hülyéskedik	hülyésked-sz	V-IND.PRS.INDF.2.SG.asz
esznek	13	esz	esz-nek	N.SG-DAT.SG
verekedj	2	verekedik	vereked-j	V-SBJV.PRS.INDF.2.SG
megy	443	megy	megy	V.IND.PRS.INDF.3.SG
vezette	2	vezet	vezet-te	V-IND.PST.DEF.3.SG
kakast	2	kakas	kakas-t	N.SG-ACC
repüljön	1	repül	repül-jön	V-SBJV.PRS.INDF.3.SG
hasára	1	has	has-a-ra	N.SG-PSS3S-ON+ALL
csináljak	56	csinál	csinál-jak	V-SBJV.PRS.INDF.1.SG
fagyi	12	fagyi	fagyi	N.NOM.SG
jók	21	jó	jó-k	N.NOM-PL
halat	25	hal	hal-at	N.SG-ACC
kapunk	4	kapunk	kapunk	N.NOM.SG
megnézi	34	megnéz	megnéz-i	V-IND.PRS.DEF.3.SG.i
homokozó	4	homokozó	homokozó	N.NOM.SG
hullámba	1	hulla	hulla-m-ba	N.SG-PSS1S-IN+ALL
pisilik	1	pisil	pisil-ik	V-IND.PRS.DEF.3.PL.ik
megpróbáljunk	1	megpróbál	megpróbál-junk	V-SBJV.PRS.INDF.1.PL
adu	1	adu	adu	N.NOM.SG
kerülni	4	kerül	kerül-ni	V-NFIN
cumiból	2	cumi	cumi-ból	N.SG-IN+ABL
tüsszentett	1	tüsszent	tüsszent-ett	V-IND.PST.INDF.3.SG
hagyod	3	hagy	hagy-od	V-IND.PRS.DEF.2.SG
lámpa	35	lámpa	lámpa	N.NOM.SG
fokhagyma	1	fokhagyma	fokhagyma	N.NOM.SG
pálya	15	pálya	pálya	N.NOM.SG
barackért	1	barack	barack-ért	N.SG-PRP
tisztítani	1	tisztít	tisztít-ani	V-NFIN
szeptember	1	szeptember	szeptember	N.NOM.SG
többi	28	többi	többi	N.NOM.SG
párok	3	pár	pár-ok	N.NOM-PL
beszéljük	3	beszél	beszél-jük	V-IND.PRS.DEF.1.PL
káposzta	9	káposzta	káposzta	N.NOM.SG
kacs	2	kacs	kacs	N.NOM.SG
artúrt	2	artúr	artúr-t	N.SG-ACC
csinálta	15	csinál	csinál-ta	V-IND.PST.DEF.3.SG
tartani	5	tart	tart-ani	V-NFIN
szívesen	19	szíves	szíves-en	ADJ.SG-ON+ESS
vécére	8	vécé	vécé-re	N.SG-ON+ALL
vödörrel	2	vödör	vödör-vel	N.SG-INST
csináljanak	2	csinál	csinál-janak	V-SBJV.PRS.INDF.3.PL
emeljelek	3	emel	emel-jelek	V-SBJV.PRS.LGSPEC1.1.SG
autót	100	autó	autó-t	N.SG-ACC
arany	1	arany	arany	N.NOM.SG
rajzol	9	rajzik	rajz-ol	V-IND.PRS.INDF.2.SG.Ol
leszállna	3	leszáll	leszáll-na	V-COND.PRS.INDF.3.SG
szombaton	2	szombat	szombat-on	N.SG-ON+ESS
kockázni	2	kockázik	kockáz-ni	V-NFIN
választanunk	1	választ	választ-anunk	V-NFIN.1.PL
bezárod	1	bezár	bezár-od	V-IND.PRS.DEF.2.SG
kalauz	5	kalauz	kalauz	N.NOM.SG
nyúl	14	nyúl	nyúl	N.NOM.SG
borotválkozzon	1	borotválkozik	borotválkoz-jon	V-SBJV.PRS.INDF.3.SG
sütid	1	süti	süti-d	N.NOM-PSS2S.SG
sétából	1	séta	séta-ból	N.SG-IN+ABL
jaja	11	jaj	jaj-a	N.NOM-PSS3S.SG
tengerparton	1	tengerpart	tengerpart-on	N.SG-ON+ESS
levegyem	4	levesz	levesz-jem	V-SBJV.PRS.DEF.1.SG
helikopterre	1	helikopter	helikopter-re	N.SG-ON+ALL
taníts	1	tanít	tanít-j	V-SBJV.PRS.INDF.2.SG
utazást	1	utazás	utazás-t	N.SG-ACC
hoztál	14	hoz	hoz-tál	V-IND.PST.INDF.2.SG
sándor	1	sándor	sándor	N.NOM.SG
alj	1	alj	alj	N.NOM.SG
ördögnek	2	ördög	ördög-nek	N.SG-DAT.SG
nyitjuk	3	nyit	nyit-juk	V-IND.PRS.DEF.1.PL
késtél	2	késik	kés-tél	V-IND.PST.INDF.2.SG
nyakláncot	3	nyaklánc	nyaklánc-ot	N.SG-ACC
fektessük	10	fektet	fektet-jük	V-SBJV.PRS.DEF.1.PL
kalapácsa	1	kalapács	kalapács-a	N.NOM-PSS3S.SG
istenem	1	isten	isten-em	N.NOM-PSS1S.SG
dobják	2	dob	dob-ják	V-IND.PRS.DEF.3.PL
játékot	56	játék	játék-ot	N.SG-ACC
elefántok	9	elefánt	elefánt-ok	N.NOM-PL
létrám	2	létra	létra-m	N.NOM-PSS1S.SG
hónunk	1	hón	hón-unk	N.NOM-PSS1P.SG
elrontod	3	elront	elront-od	V-IND.PRS.DEF.2.SG
elveszek	2	elvész	elvész-ek	V-IND.PRS.INDF.1.SG
beszélünk	1	beszél	beszél-ünk	V-IND.PRS.INDF.1.PL
siessünk	9	siet	siet-jünk	V-SBJV.PRS.INDF.1.PL
útlevele	1	útlevél	útlevél-e	N.NOM-PSS3S.SG
garázsba	6	garázs	garázs-ba	N.SG-IN+ALL
gondolkodtam	2	gondolkodik	gondolkod-tam	V-IND.PST.INDF.1.SG
pincér	6	pincér	pincér	N.NOM.SG
puff	25	puff	puff	N.NOM.SG
beszéltünk	1	beszél	beszél-tünk	V-IND.PST.INDF.1.PL
kivegyem	4	kivesz	kivesz-jem	V-SBJV.PRS.DEF.1.SG
álló	1	áll	áll-ó	V-V.PTCP.PRS
luk	5	luk	luk	N.NOM.SG
nagyot	66	nagy	nagy-ot	N.SG-ACC
tornázol	1	tornázik	tornáz-ol	V-IND.PRS.INDF.2.SG.Ol
csatja	1	csat	csat-ja	N.NOM-PSS3S.SG
kinéz	7	kinéz	kinéz	V.IND.PRS.INDF.3.SG
ültessünk	1	ültet	ültet-jünk	V-SBJV.PRS.INDF.1.PL
púpjaid	1	púp	púp-jaid	N.NOM-PSS2S.PL
anyunak	27	anyu	anyu-nak	N.SG-DAT.SG
könyvecskét	3	könyvecske	könyvecske-t	N.SG-ACC
tegyünk	27	tesz	tesz-jünk	V-SBJV.PRS.INDF.1.PL
kastélyba	1	kastély	kastély-ba	N.SG-IN+ALL
hozzuk	4	hoz	hoz-juk	V-IND.PRS.DEF.1.PL
fázol	20	fázik	fáz-ol	V-IND.PRS.INDF.2.SG.Ol
engedd	7	enged	enged-d	V-SBJV.PRS.DEF.2.SG
törtek	1	tört	tört-ek	N.NOM-PL
számoljuk	3	számol	számol-juk	V-IND.PRS.DEF.1.PL
tette	8	tette	tette	N.NOM.SG
megérkeztünk	2	megérkezik	megérkez-tünk	V-IND.PST.INDF.1.PL
tele	23	tele	tele	N.NOM.SG
tortát	7	torta	torta-t	N.SG-ACC
futkározni	1	futkározik	futkároz-ni	V-NFIN
szakállas	2	szakállas	szakállas	ADJ.NOM.SG
fényképezlek	1	fényképez	fényképez-lek	V-IND.PRS.LGSPEC1.1.SG
gólyával	4	gólya	gólya-val	N.SG-INST
báj	3	báj	báj	N.NOM.SG
autózzunk	2	autózik	autóz-junk	V-SBJV.PRS.INDF.1.PL
vágjak	2	vág	vág-jak	V-SBJV.PRS.INDF.1.SG
hajóban	1	hajó	hajó-ban	N.SG-IN+ESS
többiek	9	többi	többi-ek	N.NOM-PL
doboz	19	doboz	doboz	N.NOM.SG
engedni	1	enged	enged-ni	V-NFIN
tücsök	3	tücsök	tücsök	N.NOM.SG
szellőztessetek	1	szellőztet	szellőztet-jetek	V-SBJV.PRS.INDF.2.PL
óriásnak	1	óriás	óriás-nak	N.SG-DAT.SG
nyuszi	103	nyuszi	nyuszi	N.NOM.SG
koma	19	koma	koma	N.NOM.SG
leesett	96	leesik	lees-ett	V-IND.PST.INDF.3.SG
evőeszközt	2	evőeszköz	evőeszköz-t	N.SG-ACC
elbújsz	6	elbújik	elbúj-sz	V-IND.PRS.INDF.2.SG.asz
hoztuk	3	hoz	hoz-tuk	V-IND.PST.DEF.1.PL
akartok	1	akar	akar-tok	V-IND.PRS.INDF.2.PL
tömegben	1	tömeg	tömeg-ben	N.SG-IN+ESS
essen	11	ess	ess-en	N.SG-ON+ESS
szájad	1	száj	száj-ad	N.NOM-PSS2S.SG
nénik	3	néni	néni-k	N.NOM-PL
szélesebb	1	széles	széles-ebb	ADJ.NOM.SG-CMPR
krémest	1	krémes	krémes-t	N.SG-ACC
őzikék	2	őzike	őzike-k	N.NOM-PL
csókot	10	csók	csók-ot	N.SG-ACC
ananászt	4	ananász	ananász-t	N.SG-ACC
gombbal	2	gomb	gomb-val	N.SG-INST
meggondolta	1	meggondol	meggondol-ta	V-IND.PST.DEF.3.SG
megyünk	172	megy	megy-ünk	V-IND.PRS.INDF.1.PL
hátát	3	hát	hát-a-t	N.SG-PSS3S-ACC
készítsd	1	készít	készít-d	V-SBJV.PRS.DEF.2.SG
családi	1	családi	családi	ADJ.NOM.SG
moncsinak	30	moncsi	moncsi-nak	N.SG-DAT.SG
gurítom	1	gurít	gurít-om	V-IND.PRS.DEF.1.SG
ment	105	megy	megy-t	V-IND.PST.INDF.3.SG
széken	18	szék	szék-en	N.SG-ON+ESS
érte	5	ér	ér-te	V-IND.PST.DEF.3.SG
maradékba	1	maradék	maradék-ba	N.SG-IN+ALL
simán	2	sima	sima-n	ADJ.SG-ON+ESS
zseblámpát	6	zseblámpa	zseblámpa-t	N.SG-ACC
örül	6	örül	örül	V.IND.PRS.INDF.3.SG
keresgéld	1	keresgél	keresgél-d	V-SBJV.PRS.DEF.2.SG
lázas	6	lázas	lázas	N.NOM.SG
jártál	6	jár	jár-tál	V-IND.PST.INDF.2.SG
levettem	6	levesz	levesz-ttem	V-IND.PST.INDF.1.SG
dinnye	17	dinnye	dinnye	N.NOM.SG
kincsem	1	kincsem	kincsem	N.NOM.SG
utaznak	6	utazik	utaz-nak	V-IND.PRS.INDF.3.PL
kiég	1	kiég	kiég	V.IND.PRS.INDF.3.SG
letettél	1	letesz	letesz-ttél	V-IND.PST.INDF.2.SG
ismeri	1	ismer	ismer-i	V-IND.PRS.DEF.3.SG.i
tettem	11	tettem	tettem	N.NOM.SG
babára	2	baba	baba-ra	N.SG-ON+ALL
mackója	1	mackó	mackó-ja	N.NOM-PSS3S.SG
délután	26	délután	délután	N.NOM.SG
pali	1	pali	pali	N.NOM.SG
párnája	2	párna	párna-ja	N.NOM-PSS3S.SG
keresünk	7	keres	keres-ünk	V-IND.PRS.INDF.1.PL
nyalókát	2	nyalóka	nyalóka-t	N.SG-ACC
kocsiban	4	kocsi	kocsi-ban	N.SG-IN+ESS
csöngetni	1	csönget	csönget-ni	V-NFIN
dagasztja	1	dagaszt	dagaszt-ja	V-IND.PRS.DEF.3.SG
harmadikat	2	harmadik	harmadik-at	N.SG-ACC
fekszel	2	fekszik	feksz-el	V-IND.PRS.INDF.2.SG.Ol
mutassa	1	mutat	mutat-ja	V-SBJV.PRS.DEF.3.SG
mentem	16	mente	mente-m	N.NOM-PSS1S.SG
pocok	3	pocok	pocok	N.NOM.SG
ess	18	ess	ess	N.NOM.SG
éve	1	év	év-e	N.NOM-PSS3S.SG
várost	3	város	város-t	N.SG-ACC
különbség	2	különbség	különbség	N.NOM.SG
meggyógyítani	3	meggyógyít	meggyógyít-ani	V-NFIN
gallér	1	gallér	gallér	N.NOM.SG
venni	55	vesz	vesz-nni	V-NFIN
megkérlek	1	megkér	megkér-lek	V-IND.PRS.LGSPEC1.1.SG
csappal	1	csap	csap-val	N.SG-INST
patika	1	patika	patika	N.NOM.SG
rája	1	rája	rája	N.NOM.SG
maradni	8	marad	marad-ni	V-NFIN
kezdeni	1	kezd	kezd-eni	V-NFIN
lakás	1	lakás	lakás	N.NOM.SG
porcukorral	2	porcukor	porcukor-val	N.SG-INST
beveszünk	1	bevesz	bevesz-ünk	V-IND.PRS.INDF.1.PL
kiabálni	3	kiabál	kiabál-ni	V-NFIN
sütőt	1	sütő	sütő-t	N.SG-ACC
izgatnak	1	izgat	izgat-nak	V-IND.PRS.INDF.3.PL
sírjanak	1	sír	sír-janak	V-SBJV.PRS.INDF.3.PL
kérdeznéd	1	kérdez	kérdez-néd	V-COND.PRS.DEF.2.SG
visszamenni	14	visszamegy	visszamegy-nni	V-NFIN
háti	1	háti	háti	ADJ.NOM.SG
dagaszt	2	dagaszt	dagaszt	V.IND.PRS.INDF.3.SG
adjak	14	ad	ad-jak	V-SBJV.PRS.INDF.1.SG
gyönge	1	gyönge	gyönge	ADJ.NOM.SG
lángja	2	láng	láng-ja	N.NOM-PSS3S.SG
kénem	13	kén	kén-em	N.NOM-PSS1S.SG
matrica	1	matrica	matrica	N.NOM.SG
ellátod	1	ellát	ellát-od	V-IND.PRS.DEF.2.SG
megfogod	2	megfog	megfog-od	V-IND.PRS.DEF.2.SG
gyomrában	2	gyomor	gyomor-a-ban	N.SG-PSS3S-IN+ESS
törpét	4	törpe	törpe-t	N.SG-ACC
kerekek	2	kerék	kerék-ek	N.NOM-PL
ablakról	1	ablak	ablak-ról	N.SG-ON+ABL
pattantok	2	pattan	pattan-tok	V-IND.PRS.INDF.2.PL
húsnak	2	hús	hús-nak	N.SG-DAT.SG
megtalálják	1	megtalál	megtalál-ják	V-IND.PRS.DEF.3.PL
szeretnétek	1	szeret	szeret-nétek	V-COND.PRS.INDF.2.PL
ülök	21	ül	ül-ök	V-IND.PRS.INDF.1.SG
kedden	1	kedd	kedd-en	N.SG-ON+ESS
legyenek	1	lesz	lesz-jenek	V-SBJV.PRS.INDF.3.PL
kávét	39	kávé	kávé-t	N.SG-ACC
meleget	1	meleg	meleg-et	N.SG-ACC
megláttál	1	meglát	meglát-tál	V-IND.PST.INDF.2.SG
épüljön	1	épül	épül-jön	V-SBJV.PRS.INDF.3.SG
pörgött	4	pörög	pörög-ött	V-IND.PST.INDF.3.SG
ugorj	17	ugrik	ugr-j	V-SBJV.PRS.INDF.2.SG
bár	4	bár	bár	N.NOM.SG
kertben	6	kert	kert-ben	N.SG-IN+ESS
hozza	11	hoz	hoz-ja	V-IND.PRS.DEF.3.SG
szedd	23	szed	szed-d	V-SBJV.PRS.DEF.2.SG
rontom	2	ront	ront-om	V-IND.PRS.DEF.1.SG
magasról	1	magas	magas-ról	ADJ.SG-ON+ABL
rontottad	4	ront	ront-ottad	V-IND.PST.DEF.2.SG
adjunk	9	ad	ad-junk	V-SBJV.PRS.INDF.1.PL
látszani	2	látszik	látsz-ani	V-NFIN
kalapáltam	3	kalapál	kalapál-tam	V-IND.PST.INDF.1.SG
vezet	11	vezet	vezet	V.IND.PRS.INDF.3.SG
visszamész	3	visszamegy	visszamegy-sz	V-IND.PRS.INDF.2.SG.asz
dobál	2	dobál	dobál	V.IND.PRS.INDF.3.SG
építsek	2	épít	épít-jek	V-SBJV.PRS.INDF.1.SG
rókának	9	róka	róka-nak	N.SG-DAT.SG
külsőt	1	külső	külső-t	N.SG-ACC
vágódeszka	1	vágódeszka	vágódeszka	N.NOM.SG
fájni	14	fáj	fáj-ni	V-NFIN
tányéron	1	tányér	tányér-on	N.SG-ON+ESS
építhet	1	épít	épít-het	V-POT
dunára	4	duna	duna-ra	N.SG-ON+ALL
főz	2	főz	főz	V.IND.PRS.INDF.3.SG
ritával	1	rita	rita-val	N.SG-INST
ruhát	13	ruha	ruha-t	N.SG-ACC
szórni	3	szór	szór-ni	V-NFIN
gyár	1	gyár	gyár	N.NOM.SG
oldal	4	oldal	oldal	N.NOM.SG
énekelni	6	énekel	énekel-ni	V-NFIN
lement	5	lemegy	lemegy-t	V-IND.PST.INDF.3.SG
gyöngyök	1	gyöngy	gyöngy-ök	N.NOM-PL
toll	21	toll	toll	N.NOM.SG
megtaláltad	10	megtalál	megtalál-tad	V-IND.PST.DEF.2.SG
padlót	1	padló	padló-t	N.SG-ACC
nyelvét	2	nyelv	nyelv-e-t	N.SG-PSS3S-ACC
kerested	4	keres	keres-ted	V-IND.PST.DEF.2.SG
pingvint	8	pingvin	pingvin-t	N.SG-ACC
tyúkoknak	1	tyúk	tyúk-ok-nak	N-PL-DAT.SG
pályához	2	pálya	pálya-hoz	N.SG-AT+ALL
kaja	4	kaja	kaja	N.NOM.SG
olvasnivalót	2	olvasnivaló	olvasnivaló-t	N.SG-ACC
aszt	4	asz	asz-t	N.SG-ACC
köszönjetek	2	köszön	köszön-jetek	V-SBJV.PRS.INDF.2.PL
pónilovat	1	póniló	póniló-at	N.SG-ACC
szagold	2	szagol	szagol-d	V-SBJV.PRS.DEF.2.SG
szerepelt	1	szerepel	szerepel-t	V-IND.PST.INDF.3.SG
pirost	6	piros	piros-t	N.SG-ACC
bántsd	22	bánt	bánt-d	V-SBJV.PRS.DEF.2.SG
beszélgetni	2	beszélget	beszélget-ni	V-NFIN
tartóból	1	tartó	tartó-ból	N.SG-IN+ABL
lakott	2	lakik	lak-ott	V-IND.PST.INDF.3.SG
fényképen	2	fénykép	fénykép-en	N.SG-ON+ESS
szór	1	szór	szór	V.IND.PRS.INDF.3.SG
raktuk	1	rak	rak-tuk	V-IND.PST.DEF.1.PL
kendő	3	kendő	kendő	N.NOM.SG
maradj	13	marad	marad-j	V-SBJV.PRS.INDF.2.SG
hörcsög	3	hörcsög	hörcsög	N.NOM.SG
szatyorba	2	szatyor	szatyor-ba	N.SG-IN+ALL
tájon	1	táj	táj-on	N.SG-ON+ESS
szemébe	2	szem	szem-e-be	N.SG-PSS3S-IN+ALL
szem	3	szem	szem	N.NOM.SG
folyó	2	folyó	folyó	N.NOM.SG
tudjanak	1	tud	tud-janak	V-SBJV.PRS.INDF.3.PL
szaladj	6	szalad	szalad-j	V-SBJV.PRS.INDF.2.SG
kanalad	2	kanál	kanál-ad	N.NOM-PSS2S.SG
fogtam	2	fog	fog-tam	V-IND.PST.INDF.1.SG
építjük	1	épít	épít-jük	V-IND.PRS.DEF.1.PL
fillért	2	fillér	fillér-t	N.SG-ACC
keményre	1	kemény	kemény-re	ADJ.SG-ON+ALL
visszamegyek	5	visszamegy	visszamegy-ek	V-IND.PRS.INDF.1.SG
lábáról	1	láb	láb-a-ról	N.SG-PSS3S-ON+ABL
játékos	1	játékos	játékos	N.NOM.SG
levettél	1	levesz	levesz-ttél	V-IND.PST.INDF.2.SG
szeretek	5	szer	szer-etek	N.NOM-PSS2P.SG
dugva	3	dug	dug-va	V-V.CVB
rakja	3	rak	rak-ja	V-IND.PRS.DEF.3.SG
zajlik	1	zajlik	zajlik	V.IND.PRS.INDF.3.SG
gondozza	1	gondoz	gondoz-ja	V-IND.PRS.DEF.3.SG
szálkát	3	szálka	szálka-t	N.SG-ACC
anyuka	39	anyuka	anyuka	N.NOM.SG
kakiba	1	kaki	kaki-ba	N.SG-IN+ALL
oldalával	1	oldal	oldal-a-val	N.SG-PSS3S-INST
kijönnek	1	kijön	kijön-nek	V-IND.PRS.INDF.3.PL
összekeverjük	1	összekever	összekever-jük	V-IND.PRS.DEF.1.PL
jöjjön	27	jön	jön-jön	V-SBJV.PRS.INDF.3.SG
állattal	2	állat	állat-val	N.SG-INST
gyógyulni	1	gyógyul	gyógyul-ni	V-NFIN
oldva	1	old	old-va	V-V.CVB
bánom	3	bán	bán-om	N.NOM-PSS1S.SG
megbeszélni	1	megbeszél	megbeszél-ni	V-NFIN
robotot	1	robot	robot-ot	N.SG-ACC
ibolya	3	ibolya	ibolya	N.NOM.SG
végével	2	vég	vég-e-vel	N.SG-PSS3S-INST
pirul	1	pirul	pirul	V.IND.PRS.INDF.3.SG
kapkodj	1	kapkod	kapkod-j	V-SBJV.PRS.INDF.2.SG
lyukon	1	lyuk	lyuk-on	N.SG-ON+ESS
rajzoltam	2	rajzol	rajzol-tam	V-IND.PST.INDF.1.SG
bú	8	bú	bú	N.NOM.SG
rátegyem	2	rátesz	rátesz-jem	V-SBJV.PRS.DEF.1.SG
megveszi	1	megvesz	megvesz-i	V-IND.PRS.DEF.3.SG.i
babák	32	baba	baba-k	N.NOM-PL
kocsiból	1	kocsi	kocsi-ból	N.SG-IN+ABL
pók	3	pók	pók	N.NOM.SG
vakarni	2	vakar	vakar-ni	V-NFIN
köpködni	4	köpköd	köpköd-ni	V-NFIN
varrva	1	varr	varr-va	V-V.CVB
lisztet	1	liszt	liszt-et	N.SG-ACC
táncolsz	1	táncol	táncol-sz	V-IND.PRS.INDF.2.SG.asz
rajzoljatok	1	rajzol	rajzol-jatok	V-SBJV.PRS.INDF.2.PL
királyt	1	király	király-t	N.SG-ACC
tévedtél	1	téved	téved-tél	V-IND.PST.INDF.2.SG
eltörte	1	eltör	eltör-te	V-IND.PST.DEF.3.SG
imbolygok	1	imbolyog	imbolyog-ok	V-IND.PRS.INDF.1.SG
kancsóba	1	kancsó	kancsó-ba	N.SG-IN+ALL
babának	55	baba	baba-nak	N.SG-DAT.SG
felvételt	43	felvétel	felvétel-t	N.SG-ACC
gőzmozdonynak	1	gőzmozdony	gőzmozdony-nak	N.SG-DAT.SG
téglát	1	tégla	tégla-t	N.SG-ACC
elrontottad	7	elront	elront-ottad	V-IND.PST.DEF.2.SG
szádból	2	száj	száj-d-ból	N.SG-PSS2S-IN+ABL
évám	1	éva	éva-m	N.NOM-PSS1S.SG
hentes	5	hentes	hentes	N.NOM.SG
aggasszanak	1	aggaszt	aggaszt-janak	V-SBJV.PRS.INDF.3.PL
dinnyét	18	dinnye	dinnye-t	N.SG-ACC
csomagolj	1	csomagol	csomagol-j	V-SBJV.PRS.INDF.2.SG
izé	3	izé	izé	N.NOM.SG
artúr	2	artúr	artúr	N.NOM.SG
székem	5	szék	szék-em	N.NOM-PSS1S.SG
pirosa	1	piros	piros-a	N.NOM-PSS3S.SG
sorakoznak	1	sorakozik	sorakoz-nak	V-IND.PRS.INDF.3.PL
megkérte	2	megkér	megkér-te	V-IND.PST.DEF.3.SG
napra	3	nap	nap-ra	N.SG-ON+ALL
fehér	55	fehér	fehér	N.NOM.SG
fogkefém	1	fogkefe	fogkefe-m	N.NOM-PSS1S.SG
takarózni	3	takarózik	takaróz-ni	V-NFIN
kiabálják	1	kiabál	kiabál-ják	V-IND.PRS.DEF.3.PL
ülésben	3	ülés	ülés-ben	N.SG-IN+ESS
indul	65	indul	indul	V.IND.PRS.INDF.3.SG
dal	1	dal	dal	N.NOM.SG
fújjam	2	fúj	fúj-jam	V-SBJV.PRS.DEF.1.SG
indulsz	1	indul	indul-sz	V-IND.PRS.INDF.2.SG.asz
pisilj	4	pisil	pisil-j	V-SBJV.PRS.INDF.2.SG
bábuval	2	bábu	bábu-val	N.SG-INST
bekentük	1	beken	beken-tük	V-IND.PST.DEF.1.PL
repülő	9	repülő	repülő	N.NOM.SG
elhúzzuk	2	elhúz	elhúz-juk	V-IND.PRS.DEF.1.PL
fejezzük	3	fejez	fejez-jük	V-IND.PRS.DEF.1.PL
kötnél	1	köt	köt-nél	V-COND.PRS.INDF.2.SG
próbáltam	2	próbál	próbál-tam	V-IND.PST.INDF.1.SG
ágyában	1	ágy	ágy-a-ban	N.SG-PSS3S-IN+ESS
akartam	8	akar	akar-tam	V-IND.PST.INDF.1.SG
cukrászda	1	cukrászda	cukrászda	N.NOM.SG
gondoltál	2	gondol	gondol-tál	V-IND.PST.INDF.2.SG
tetet	2	tetet	tetet	V.IND.PRS.INDF.3.SG
bácsinál	7	bácsi	bácsi-nál	N.SG-AT+ESS
tisztítja	2	tisztít	tisztít-ja	V-IND.PRS.DEF.3.SG
kacsám	1	kacs	kacs-a-m	N.SG-NOM.PSS3S-PSS1S
bá	165	bá	bá	N.NOM.SG
mosogatót	1	mosogató	mosogató-t	N.SG-ACC
fogd	62	fog	fog-d	V-SBJV.PRS.DEF.2.SG
simogasd	5	simogat	simogat-d	V-SBJV.PRS.DEF.2.SG
mikinek	22	miki	miki-nek	N.SG-DAT.SG
csokoládé	4	csokoládé	csokoládé	N.NOM.SG
levetem	2	levet	levet-em	V-IND.PRS.DEF.1.SG
nyolcvan	1	nyolcvan	nyolcvan	N.NOM.SG
csapat	1	csapat	csapat	N.NOM.SG
játsszatok	4	játszik	játsz-jatok	V-SBJV.PRS.INDF.2.PL
repült	3	repül	repül-t	V-IND.PST.INDF.3.SG
aranyérmet	1	aranyérem	aranyérem-et	N.SG-ACC
bőröndöt	1	bőrönd	bőrönd-öt	N.SG-ACC
pont	86	pont	pont	N.NOM.SG
sütsz	3	süt	süt-sz	V-IND.PRS.INDF.2.SG.asz
próbál	1	próbál	próbál	V.IND.PRS.INDF.3.SG
fazekas	4	fazekas	fazekas	N.NOM.SG
forgasd	1	forgat	forgat-d	V-SBJV.PRS.DEF.2.SG
ablakok	2	ablak	ablak-ok	N.NOM-PL
fuss	4	fut	fut-j	V-SBJV.PRS.INDF.2.SG
márt	2	márt	márt	V.IND.PRS.INDF.3.SG
